Movie_name,Adult,GenreList,Budget,Popularity,VoteAvg,VoteCount,Overview,Tagline,Revenue,ReleaseDate,Runtime,OriginalLanguage,ProductionCompany,ProductionCountry,SpokenLanguage 
How to Fall in Love in a Brothel,False,['Drama'],0,1.022,0.0,0,"Set in 1960 Incheon, South Korea. As a young country is struggling through rebuilding after the Korean War, two young Koreans struggling to find their place in a hard world, find love in an unexpected and unlikely setting. Showing what is possible in life when two people happen to cross paths.",,0,2020-12-26,10,ko,[],['US'],['ko']
But I Wanted to Be a Cowboy,False,[],0,0.772,0.0,0,"A teenage kid dreams of being a cowboy, until his friend tells him about a pair of cowboy boots that can make his wish come true.",,0,2020-12-26,11,en,[],['US'],[]
e houve luz,False,[],0,0.6,0.0,0,"Looking for Jaci's beauty, Guaraci asked the only ones who could've guessed her whereabouts. But the only ones who could've guessed were busy working. Longing for Guaraci's shine, Jaci asked the only ones who could've guessed the light that warmed her. But the only ones who could've guessed were busy sleeping.",,0,2020-12-26,2,pt,[],['BR'],['pt']
Chrysalis,False,['Drama'],0,0.772,0.0,0,"In Morocco, during the coronavirus lockdown, dozens of LGBTQ people are exposed on the internet, facing prison time. For Muhammad, coming out to his family is not an option.",,0,2020-12-26,4,ar,[],['IT'],['ar']
Fame,False,[],0,0.772,0.0,0,,,0,2020-12-26,0,it,[],[],[]
Another Friendzone,False,"['Documentary', 'Comedy', 'Thriller']",0,0.632,9.0,1,"A travel documentary of 8 friends who were on vacation in Yogyakarta, Indonesia during the pandemic.","Friend is the biggest enemy, ever!",0,2020-12-26,46,id,"[['SFL Pictures', ''], ['NEON BLASTER2 PRODUCTION', '']]",['ID'],"['id', 'jv']"
O liečivej vode,False,"['Romance', 'Adventure', 'Family']",0,2.241,7.0,1,,,0,2020-12-24,0,sk,"[['RTVS', 'SK'], ['Česká televize', 'CZ'], ['Trigon Production', 'SK'], ['Filmpark Production', 'SK']]","['CZ', 'SK']",['sk']
Club Quarantine,False,['Documentary'],0,0.6,0.0,0,"On the first day of the Covid-19 lockdown 4 friends hung out on a video chat. That chat somehow turned into a Nightly-Online-Queer-Dance-Party with over 60,000 followers from all corners of the world.",,0,2020-12-26,12,en,[],[],[]
The Showdown,False,[],0,0.772,0.0,0,True Geordie and Laurence McKenna’s first short film ‘The Showdown’ featuring Rory Jennings & Adam McKola from The Kick Off. This film celebrates the new partnership between True Geordie & PokerStars which is bringing fans more poker live streams on Twitch and a brand new live show ‘The Showdown’ where True Geordie takes on other friends and players at Poker.,,0,2020-12-26,8,en,[],[],[]
Coolie No. 1,False,"['Comedy', 'Drama']",0,3.918,5.8,11,"Insulted by Rosario, a rich businessman, Jai Kishen a Matchmaker teaches him a lesson by getting his daughter married to Raju, a Coolie, who poses to be a millionaire. They sense something fishy and Raju's deceptions are discovered. In an attempt to cover it up, he cooks up a story of having a filthy rich twin. One lie leads to another and things start to go awry culminating in a comedy of errors.",,0,2020-12-25,135,hi,"[['Pooja Entertainment India', '']]",['IN'],['hi']
Get Dead,False,['Comedy'],30,0.91,8.5,2,"Made up of fictional Vlog, Snapchat and Camera footage, Get Dead is a mockumentary satire about a depressed teenager who decides to commit suicide over the extremely poor reception of his first short film but unfortunately for him, he's invincible.",Life is hard. Killing yourself is harder.,0,2020-12-25,20,en,"[['Odd Owl Home Video', '']]",['CA'],['en']
Nematoma,False,"['Drama', 'Thriller']",0,1.961,6.8,2,"Jonas (Dainius Kazlauskas) pretends to be blind and enters a TV dance contest, where he meets his attractive dance partner Saule (Paulina Taujanskaite). Soon they become the show's most popular contestants. While the whole nation thinks that Jonas is blind, Vytas (Darius Bagdziunas), an old acquaintance of Jonas, is released from prison. As reminders of the past keep creeping up on them, Vytas is suppressing contradictory feelings - to seek revenge or forgiveness in such a manipulative world - for sins that were and for sins to be made.",,0,2019-09-21,100,en,[],"['LV', 'LT', 'ES', 'UA']","['lt', 'uk']"
劇場版 ポケットモンスター ココ,False,"['Adventure', 'Animation']",0,9.708,8.0,3,"The new film's story is set in Okoya Forest, a Pokémon paradise protected by strict rules that forbid outsiders from setting foot inside. The film centers on Coco, a boy who was raised by Pokémon and also considers himself as one, treating the Mythical Pokémon Zarude as his father. Ash and Pikachu encounter Coco during an adventure.",,0,2020-12-25,0,ja,"[['Toho Company, Ltd.', 'JP'], ['TOHO Animation', 'JP'], ['Pikachu Project', 'JP'], ['OLM', 'JP'], ['Wit Studio', 'JP']]",['JP'],['ja']
The Missing,False,['Horror'],0,0.828,0.0,0,"In the pursuit of a contractual work in Japan, Iris became the victim of a curse that haunted her during her engagement as an architect of an over 100 year old house.",Every house has a story; some have secrets waiting to haunt you.,0,2020-12-25,105,tl,"[['Regal Entertainment', 'PH']]",['PH'],"['en', 'ja', 'tl']"
Sylvie's Love,False,"['Drama', 'Romance']",0,6.887,6.2,46,"When a young woman meets an aspiring saxophonist in her father’s record shop in 1950s Harlem, their love ignites a sweeping romance that transcends changing times, geography, and professional success.",Sometimes the right love comes at the wrong time.,0,2020-01-27,114,en,"[['Iam21 Entertainment', '']]",['US'],['en']
A Christmas Carol,False,"['Drama', 'Fantasy']",0,6.762,6.7,70,"London, 1843. Ebenezer Scrooge, a bitter old man, despises the Christmas holiday. Over the course of Christmas Eve night he is visited by three ghosts to show him his past, present and future.",,0,2019-12-19,173,en,"[['Scott Free Productions', 'GB'], ['Hardy Son & Baker', 'GB'], ['FX Productions', 'US']]","['GB', 'US']",['en']
Pakboys: Takusa,False,['Comedy'],0,1.952,8.5,2,Four married men living in a condominium often go out with women who are not their wives. Their wives try to catch them red-handed but often rather fail as they think of ingenious ways to hide their cheating.  In the end all took a toll to them as their lives were put in danger that they needed their wives to save them.,Men are men. Men are waste.,0,2020-12-25,123,tl,"[['Viva Films', 'PH']]",['PH'],['tl']
Cirque du Soleil: Amaluna,False,"['Fantasy', 'Documentary', 'Family', 'Music']",0,5.124,6.3,3,"Amaluna invites the audience to a mysterious island governed by Goddesses and guided by the cycles of the moon.  Their queen, Prospera, directs her daughter’s coming-of-age ceremony in a rite that honours femininity, renewal, rebirth and balance which marks the passing of these insights and values from one generation to the next.  In the wake of a storm caused by Prospera, a group of young men lands on the island, triggering an epic, emotional story of love between Prospera’s daughter and a brave young suitor. But theirs is a love that will be put to the test. The couple must face numerous demanding trials and overcome daunting setbacks before they can achieve mutual trust, faith and harmony.",Escape to an island where beauty and women power are unleashed,0,2013-05-01,109,en,"[['CBC', 'CA']]",['CA'],['en']
O Presente,False,[],0,0.6,0.0,0,, ,0,2020-12-25,2,pt,[],['BR'],[]
हिन्दी,False,[],0,0.6,0.0,0,"Avinash is a lonely boy who lives with his mother. Their parents are separated. Avinash's big sister, Ankita, lives in Mumbai, pursuing her career. One night Ankita calls Avinash to tell him she is returning to Kolkata with a hot girlfriend. And the story beings.",,0,2020-12-25,17,te,[],[],['te']
Quality Time with Daddy,True,[],0,0.6,0.0,0,It’s important that all young men spend plenty of QUALITY TIME WITH DADDY! Brent Everett flip-fucks with top-daddy Nick Capra. Dylan James pounds Dakota Payne’s little-bro ass. Muscle-Daddy King Tomas Brand fucks Braxton Boyd and Jackson Radiz. And daddies Hugh Hunter and Gio Forte have some hardcore fun on Fire Island.,,0,2020-12-25,125,en,"[['Lucas Entertainment', 'US']]",['US'],[]
Call Of The Coastal Wolves,False,['Documentary'],0,0.6,0.0,0,"Some of the most secluded beaches of British Columbia are home to a unique wolf species that has evolved to gather their sustenance from both land and sea.  Call of the Coastal Wolves follows a group of filmmakers over a two week expedition as they endeavour to film the elusive wolf. This short film asks us to reflect on our impacts to the natural world as we witness these compassionate, loving animals that deserve more attention and respect.",One wolf pack's fight to survive on Canada's wild west coast.,0,2020-12-25,9,en,[],[],['en']
Mickey's A Christmas Carol Full Fandub,False,[],0,0.795,0.0,0,"Mickey's Christmas Carol is a 1983 American animated comedy-drama featurette directed and produced by Burny Mattinson. The cartoon is an adaptation of Charles Dickens's 1843 novella A Christmas Carol, and stars Scrooge McDuck as Ebenezer Scrooge. All with a new Cast!",,0,2020-12-25,26,en,[],[],[]
LITTLE BOY MANIAC,False,['Comedy'],0,0.847,10.0,1,"The story of a little boy, his MAD MAD journey, the voices in his head, and the city that is out to get him...",AKA City of Freaks,0,2020-12-25,30,en,"[['whole-sick-crew', '']]",['US'],['en']
Tonic,False,[],0,0.6,0.0,0,"75 years Jaladhar Sen faces emotional trauma with the plan to celebrate the old couple's marriage day minimally. Sen plans for a foreign trip and comes across Tonic, the travel agent. The story shows how tonic becomes the best medicine.",,0,2020-12-25,0,en,"[['Dev Entertainment Ventures', ''], ['Bengal Talkies', '']]",['IN'],['bn']
The Summer End Omnibus,False,['Drama'],0,0.6,0.0,0,Two girls find a mysterious box containing many notebooks. They meet up to figure out who they belong to.,,0,2020-12-25,5,en,"[['YuanBeau Productions Inc.', '']]",[],[]
Lone Scholar in the Autumn Woods,False,[],0,0.6,0.0,0,Second year film assignment inspired by the 1948 painting “Lone Scholar in the Autumn Woods” by Zhang Da Qian.,,0,2020-12-25,7,en,[],[],[]
Tagpuan,False,[],0,0.6,0.0,0,"In a world where people wander all over the globe for survival and no home can any longer be called home, three rootless lonely souls try to connect.",,0,2020-12-25,107,tl,"[['Alternative Vision Cinema', '']]",['PH'],['tl']
Disney Parks Magical Christmas Day Celebration,False,[],0,1.4,0.0,0,"Hosted by Tituss Burgess and Julianne Hough from the Walt Disney World Resort in Florida, this year's iteration will feature merry musical performances by some of today's hottest artists  creating spectacular moments in exciting locations around the Parks, laugh-out-loud moments from Emmy® Award-winning actor Keegan-Michael Key, fun social moments with master TikTok creator Alex Ojeda, heartwarming family stories, Disney Cast Member highlights, a look into Disney Dreamers Academy and more festive surprises.",,0,2020-12-25,120,en,[],[],[]
Scorekeeper,False,[],0,1.02,0.0,0,"An Elite Rebel Team infiltrates an Imperial outpost on a mission of securing an asset that has vital information. Unbeknownst to them, they are not the only ones on the hunt.",,0,2020-12-25,17,en,[],['US'],['en']
MIKU WITH YOU 2020 [AR full live concert] Online in China,False,['Music'],0,1.02,0.0,0,"The fourth installment in Crypton Future Media's annual ""MIKU WITH YOU"" concert series, this third-dimensional online concert was broadcast live on Chinese streaming service bilibili on December 25, 2020. Originally intended to be a full-scale concert, the event was moved online due to issues surrounding the COVID-19 pandemic in China. The broadcast came from an unknown venue, and AR technology was used to realistically project the performing VOCALOIDs in the venue and in front of four live musicians as well as amongst both live visual effects and lighting.",Hatsune Miku with you 2020,0,2020-12-25,83,en,[],[],[]
F.C. De Kampioenen Kerstspecial,False,"['Comedy', 'Drama']",0,1.189,8.0,1,De Kampioenen are about to  celebrate Christmas together. Though everything wont be the same as usual.,,0,2020-12-25,90,nl,[],['BE'],['nl']
Chi Muoi Ba 2: 3 Ngay Sinh Tu,False,"['Comedy', 'Action']",0,0.6,0.0,0,,,0,2020-12-25,0,vi,[],[],['vi']
Tonic,False,[],0,0.6,0.0,0,"75 years Jaladhar Sen faces emotional trauma with the plan to celebrate the old couple's marriage day minimally. Sen plans for a foreign trip and comes across Tonic, the travel agent. The story shows how tonic becomes the best medicine.",,0,2020-12-25,0,en,"[['Dev Entertainment Ventures', ''], ['Bengal Talkies', '']]",['IN'],['bn']
SPIKE,False,"['Comedy', 'Crime', 'Action']",0,0.6,0.0,0,"""SPIKE"" tells the story of a down and dirty private eye who seems to have bitten off more than he can chew!",It's Gonna Be A Crazy Day!,0,2020-12-25,10,en,"[['Aggressively Okay Productions', '']]",[],['en']
Captivity and Light,False,['Drama'],50,1.05,0.0,0,A film with no protagonist revolving around being trapped inside and going toward the beauty of nature and freedom.,On the Outside...,0,2020-12-22,5,en,"[['Song-McNamara Productions', ''], ['ProCasual Productions', '']]",['US'],['xx']
Tsushima Fiction,False,"['Drama', 'History']",0,0.6,0.0,0,"From resting trees, to violent waters, to blood splattered in the dirt. A wanderer searches for tranquility in 13th century Japan during the Mongol invasion or a collection of 48 moving images captured entirely within the virtual world of Ghost of Tsushima.",,0,2020-12-25,17,en,[],[],[]
Paul McCartney at the Cavern Club,False,[],0,1.4,0.0,0,"Paul McCartney's barnstorming 2018 performance at Liverpool's Cavern Club, where his career with the Beatles started out.",,0,2020-12-25,89,en,"[['BBC', 'GB'], ['MPL Communications', 'GB'], ['Done+Dusted', 'GB']]",[],[]
LITTLE BOY MANIAC,False,['Comedy'],0,0.847,10.0,1,"The story of a little boy, his MAD MAD journey, the voices in his head, and the city that is out to get him...",AKA City of Freaks,0,2020-12-25,30,en,"[['whole-sick-crew', '']]",['US'],['en']
